#supno t p
1 0.00140214 0.00148201 F1 0
3 0.00142813 0.0248492 F3 2
5 0.0015142 0.00154519 F5 0
9 0.00156116 0.00156617 F9 0
2 0.00193906 0.00196695 U1-2 1
14 0.00198603 0.00199604 U1-14 1
2 0.00200796 0.0020771 F2 1
6 0.00209498 0.00210595 F6 1
7 0.024894 0.0249171 U2-7 2
4 0.025368 0.0253999 U2-4 3
20 0.0254269 0.0254369 U2-20 3
4 0.025456 0.0254588 U3-4 3
20 0.0254669 0.02547 U3-20 3
40 0.0254769 0.02548 U3-40 3
4 0.0254889 0.027976 F4 3
8 0.0279949 0.028131 F8 3
13 0.0280271 0.0280452 U8-13 0
21 0.0280602 0.0280631 U8-21 0
10 0.02807 0.028074 U8-10 1
14 0.0280871 0.02809 U8-14 1
10 0.0281041 0.028106 U9-10 1
10 0.028115 0.0359921 F10 1
7 0.0334351 0.0334432 U4-7 2
7 0.033463 0.0334671 U5-7 2
7 0.0334802 0.033483 U6-7 2
63 0.0334911 0.033494 U6-63 2
7 0.0335021 0.0359831 F7 2
13 0.0359681 0.0359731 U10-13 0
21 0.035985 0.0359871 U10-21 0
2853 0.0359972 0.0360022 U10-2853 0
11 0.036 0.0360081 F11 2
14 0.0360072 0.036011 U2-14 1
15 0.036021 0.0360472 F15 2
14 0.0360281 0.036032 U4-14 1
14 0.036046 0.0360501 U5-14 1
19 0.036062 0.0360692 U15-19 2
14 0.036067 0.0360742 U7-14 1
119 0.036077 0.0360801 U15-119 2
14 0.0360839 0.036088 U10-14 1
2854 0.0360951 0.036098 U10-2854 1
14 0.036113 0.0361161 U11-14 1
12 0.0598168 0.0598218 U11-12 3
64 0.059839 0.0598419 U11-64 3
12 0.0598509 0.0640969 F12 3
13 0.0639911 0.063997 U12-13 0
13 0.064013 0.064034 F13 0
14 0.064039 0.064045 U12-14 1
17 0.064049 0.064065 F17 0
21 0.0640771 0.064079 U9-21 0
2853 0.0640881 0.06409 U9-2853 0
14 0.0640991 0.0641041 U13-14 1
21 0.0640991 0.0641031 U13-21 0
2853 0.0641122 0.064115 U13-2853 0
2854 0.0641131 0.064115 U13-2854 1
14 0.0641232 0.0641429 F14 1
16 0.064127 0.064132 U15-16 3
21 0.0641332 0.064136 U14-21 0
20 0.0641398 0.0641439 U15-20 3
41 0.0641451 0.0641491 U14-41 0
16 0.064152 0.0643609 F16 3
2853 0.064157 0.0641601 U14-2853 0
18 0.0641592 0.0641661 F18 1
21 0.064173 0.0641751 U15-21 0
22 0.064177 0.064184 F22 1
21 0.064249 0.0642512 U16-21 0
41 0.06426 0.0642631 U16-41 0
20 0.0643759 0.0643818 U4-20 3
40 0.0643899 0.064393 U4-40 3
20 0.064409 0.064414 U7-20 3
40 0.0644209 0.064424 U7-40 3
64 0.0644319 0.0644338 U7-64 3
20 0.0644419 0.064445 U8-20 3
20 0.0644629 0.064466 U10-20 3
2848 0.0644739 0.064477 U10-2848 3
20 0.0644898 0.0644939 U13-20 3
64 0.064502 0.0645049 U13-64 3
2848 0.064512 0.0645149 U13-2848 3
20 0.064533 0.064538 U14-20 3
40 0.0645459 0.0645499 U14-40 3
64 0.0645568 0.0645609 U14-64 3
2848 0.064568 0.06457 U14-2848 3
20 0.0645778 0.0645869 U16-20 3
40 0.064594 0.0645969 U16-40 3
19 0.075844 0.0758522 U16-19 2
119 0.0758672 0.0758691 U16-119 2
19 0.0758851 0.0758882 U17-19 2
119 0.0758972 0.0758991 U17-119 2
19 0.0760491 0.0760531 U18-19 2
19 0.0760651 0.076123 F19 2
21 0.0761192 0.076123 U19-21 0
41 0.0761361 0.076143 U19-41 0
23 0.0761452 0.0761492 U22-23 2
27 0.0761571 0.0761602 U22-27 2
23 0.0761681 0.0762482 F23 2
27 0.076262 0.0762651 U23-27 2
39 0.0762732 0.0762751 U23-39 2
20 0.0951228 0.0951319 U19-20 3
40 0.0951469 0.09515 U19-40 3
20 0.0951588 0.0953689 F20 3
21 0.0952611 0.0952652 U20-21 0
41 0.0952811 0.0952871 U20-41 0
2853 0.0952952 0.0952981 U20-2853 0
21 0.0953071 0.095315 F21 0
25 0.095325 0.095346 F25 0
24 0.0953929 0.095397 U23-24 3
24 0.095407 0.095588 F24 3
26 0.0954111 0.0954151 U25-26 1
118 0.095427 0.0954301 U25-118 1
26 0.095438 0.095464 F26 1
30 0.095479 0.0954831 U23-30 1
38 0.0954909 0.095494 U23-38 1
30 0.0955231 0.0955269 U24-30 1
38 0.095535 0.0955381 U24-38 1
29 0.0955842 0.095588 U28-29 0
29 0.0955992 0.0956202 F29 0
28 0.095602 0.0956969 F28 3
27 0.099642 0.099648 U24-27 2
39 0.0996621 0.0996642 U24-39 2
27 0.0996802 0.099683 U25-27 2
27 0.099699 0.0997021 U26-27 2
27 0.0997112 0.0998251 F27 2
31 0.0998371 0.099859 F31 2
33 0.0998521 0.0998561 U31-33 0
30 0.099864 0.099869 U27-30 1
35 0.0998712 0.0998971 F35 2
38 0.09988 0.0998831 U27-38 1
118 0.09989 0.0998931 U27-118 1
30 0.099905 0.0999081 U28-30 1
39 0.0999122 0.0999842 U27-39 2
30 0.0999219 0.099925 U29-30 1
38 0.0999331 0.099966 U29-38 1
206 0.0999761 0.0999792 U29-206 1
30 0.099987 0.100006 F30 1
34 0.100015 0.100027 F34 1
39 0.100027 0.10003 U30-39 2
207 0.100039 0.100043 U30-207 2
38 0.100044 0.100054 U30-38 1
118 0.100062 0.100066 U30-118 1
206 0.100073 0.100075 U30-206 1
32 0.102866 0.10287 U31-32 3
40 0.102883 0.102885 U31-40 3
32 0.102894 0.112191 F32 3
33 0.112082 0.112086 U32-33 0
37 0.112099 0.112103 U32-37 0
33 0.112112 0.112129 F33 0
38 0.11213 0.112134 U32-38 1
37 0.112145 0.112151 U33-37 0
41 0.112163 0.112165 U33-41 0
37 0.112181 0.112184 U34-37 0
205 0.112192 0.112195 U34-205 0
38 0.112194 0.112199 U33-38 1
37 0.112208 0.112211 U35-37 0
36 0.112209 0.112285 F36 3
38 0.112211 0.112213 U34-38 1
206 0.112222 0.112225 U34-206 1
37 0.112228 0.112231 U36-37 0
37 0.11224 0.112257 F37 0
41 0.112276 0.112278 U3-41 0
41 0.112296 0.112298 U4-41 0
41 0.112312 0.112314 U7-41 0
40 0.112316 0.112319 U6-40 3
38 0.112322 0.112327 U37-38 1
41 0.112324 0.112327 U17-41 0
64 0.112328 0.11233 U6-64 3
206 0.112336 0.112339 U37-206 1
40 0.112338 0.112348 U20-40 3
41 0.11234 0.112342 U18-41 0
38 0.112347 0.120007 F38 1
41 0.112351 0.112356 U21-41 0
64 0.112356 0.112361 U20-64 3
2853 0.112364 0.112367 U21-2853 0
2848 0.112368 0.112371 U20-2848 3
41 0.112375 0.112378 U25-41 0
40 0.112383 0.112388 U21-40 3
117 0.112385 0.112388 U25-117 0
64 0.112396 0.112399 U21-64 3
41 0.1124 0.112403 U26-41 0
2848 0.112407 0.112409 U21-2848 3
117 0.112411 0.112413 U26-117 0
40 0.112422 0.112426 U27-40 3
41 0.112425 0.112428 U27-41 0
117 0.112436 0.112439 U27-117 0
40 0.112443 0.112447 U30-40 3
41 0.112451 0.112455 U30-41 0
208 0.112455 0.112458 U30-208 3
117 0.112463 0.112467 U30-117 0
40 0.112467 0.11247 U32-40 3
41 0.112476 0.112479 U37-41 0
40 0.112485 0.112487 U33-40 3
205 0.112487 0.11249 U37-205 0
40 0.112504 0.112509 U37-40 3
41 0.119984 0.119991 U38-41 0
117 0.120005 0.120009 U38-117 0
205 0.120016 0.12002 U38-205 0
42 0.120024 0.120036 F42 1
46 0.120048 0.120052 U42-46 1
62 0.12006 0.120063 U42-62 1
39 0.123987 0.12399 U33-39 2
39 0.124015 0.124018 U37-39 2
63 0.124026 0.124033 U37-63 2
207 0.124043 0.124045 U37-207 2
39 0.124059 0.124062 U38-39 2
63 0.124069 0.124074 U38-63 2
207 0.124081 0.124084 U38-207 2
39 0.124093 0.124215 F39 2
41 0.12421 0.124218 U39-41 0
117 0.124229 0.124233 U39-117 0
43 0.124238 0.124242 U42-43 2
205 0.124241 0.124244 U39-205 0
43 0.124251 0.124322 F43 2
47 0.124334 0.124372 F47 2
46 0.124363 0.124371 U43-46 1
51 0.124385 0.124408 F51 2
62 0.124386 0.124389 U43-62 1
2846 0.124397 0.1244 U43-2846 1
55 0.124419 0.124441 F55 2
59 0.124453 0.12449 F59 2
63 0.124504 0.124508 U7-63 2
40 0.136057 0.136068 U38-40 3
208 0.136082 0.136085 U38-208 3
40 0.136102 0.136107 U39-40 3
208 0.136115 0.136118 U39-208 3
40 0.136126 0.148064 F40 3
41 0.147958 0.147964 U40-41 0
117 0.147977 0.147984 U40-117 0
205 0.147992 0.147996 U40-205 0
2853 0.148004 0.148007 U40-2853 0
41 0.148016 0.148041 F41 0
45 0.148052 0.148061 F45 0
49 0.148076 0.148081 U47-49 0
44 0.148082 0.148095 F44 3
53 0.148089 0.148092 U47-53 0
61 0.148099 0.148103 U47-61 0
48 0.148106 0.148112 F48 3
49 0.148119 0.148121 U48-49 0
49 0.148131 0.148153 F49 0
52 0.148302 0.148308 U49-52 3
46 0.171967 0.171971 U44-46 1
62 0.171983 0.171986 U44-62 1
2846 0.171994 0.171997 U44-2846 1
46 0.172013 0.172018 U45-46 1
62 0.172027 0.172029 U45-62 1
53 0.172033 0.172037 U42-53 0
46 0.172037 0.172062 F46 1
61 0.17205 0.172053 U42-61 0
53 0.172066 0.172072 U43-53 0
50 0.172075 0.172086 F50 1
61 0.17208 0.172083 U43-61 0
